,,,,,,,,,,,,,
,,Jan2026,Feb2026,Mar2026,Apr2026,May2026,Jun2026,Jul2026,Aug2026,Sep2026,Oct2026,Nov2026,Dec2026
city,agg_account_name,Jan2026,Feb2026,Mar2026,Apr2026,May2026,Jun2026,Jul2026,Aug2026,Sep2026,Oct2026,Nov2026,Dec2026
Barcelona,Payment Processing,42602,37276,39575,31096,36127,40627,40464,41224,37059,34458,30993,29489
Barcelona,Payroll,0,0,16642,13253,13312,14498,14391,16627,15853,14768,13940,12132
Barcelona,Personnel Related Expenses,0,0,120,190,198,217,217,246,221,208,196,175
Barcelona,Refunds,2515,2415,1663,1327,1512,1694,1697,1756,1590,1502,1355,1317
Barcelona,Sales And Marketing,23674,21199,44266,38180,33762,33815,39050,38848,38478,41903,38304,30337
Barcelona,Supply Incentives,49620,6717,231641,190681,229893,305990,452363,542443,186022,88637,62035,137214
Barcelona,Tax Accrual,6767,11205,11065,8801,10028,11262,11309,11734,10583,9962,8969,8716
Barcelona,Total Revenue,848461,820102,1090753,867636,982262,1089006,1087917,1124123,1028394,978542,884056,851570
Barcelona,Total campaigns cost,248797,439122,645080,523639,620414,805851,792891,816431,663437,483027,348713,378868
Barcelona,Total revenue exc commission for net rate,25960,31831,675,559,678,764,572,283,677,779,733,674
Barcelona,Travel,0,0,2040,1825,1849,1899,1891,1979,1878,1820,1768,1691
Barcelona,Warehouse and Store Costs,0,0,1,0,1,1,0,0,0,1,1,1
Bilbao,3000:Commission,0,0,0,26228,54171,98173,123493,62845,153301,188486,186181,195748
Bilbao,4151:Supply: Projects,0,0,0,0,1267,1267,2533,2533,2533,3800,3800,3800
Bilbao,4160:Supply: Booking fee,0,0,0,944,1950,3534,4446,2262,5519,6785,6703,7047
Bilbao,4230:Demand: Refunds Agent,0,0,0,84,173,314,395,201,491,603,596,626
Bilbao,4300:Payment processing fees,0,0,0,923,1950,3534,4446,2212,5396,6635,6554,6734
Bilbao,4310:Payout Fees,0,0,0,5,11,20,25,13,31,38,37,39
Bilbao,4311:Fiscalization services,0,0,0,37,66,104,131,66,157,193,191,201
Bilbao,4320:Fraud & Failed Payments,0,0,0,63,130,236,247,126,307,302,298,313
Bilbao,4340:Debt expense,0,0,0,7,15,27,35,18,43,53,52,55
Bilbao,5102:Operational Tax cost - Other,0,0,0,283,585,1060,1334,679,1656,2036,2011,2114
Bilbao,5230:Demand: Car Branding,0,0,0,180,401,1019,937,257,1186,1866,1607,541
Bilbao,6420:Infrastructure & services,0,0,0,103,184,292,367,187,442,543,537,564
Bilbao,6421:Communication Services,0,0,0,49,87,138,173,86,205,251,248,260
Bilbao,COS IT Infrastructure,0,0,0,152,271,429,539,273,647,794,785,824
Bilbao,COS Operational Costs,0,0,0,325,672,1217,1531,779,1901,2337,2309,2427
Bilbao,COS Supply Costs,0,0,0,944,3217,4801,6979,4795,8052,10585,10503,10847
Bilbao,Commission for Net Rate,0,0,0,26228,54171,98173,123493,62845,153301,188486,186181,195748
Bilbao,Customer Support,0,0,0,55,314,504,600,220,708,882,908,890
Bilbao,Customer Support G&A,0,0,0,0,0,-2,-8,-4,-2,-2,2,-2
Bilbao,Demand Incentives,0,0,0,31473,62838,74612,83975,15083,49056,60315,59578,62639
Bilbao,Dynamic OPEX,0,0,0,2457,6331,10371,13940,8286,16535,20939,20725,21442
Bilbao,EBITDA (with overhead),0,0,0,-24079,-37694,-25036,-10546,23094,46286,55718,54045,59387
Bilbao,EBITDA (without overhead),0,0,0,-24079,-37694,-25039,-10554,23090,46285,55716,54047,59385
Bilbao,Fleet upfront investments,0,0,0,0,76000,0,76000,0,0,76000,0,0
Bilbao,GMV,0,0,0,104910,216683,392693,493970,251381,613204,753943,744722,782993
Bilbao,Gross Demand Spend,0,0,0,31473,62838,74612,83975,15083,49056,60315,59578,62639
Bilbao,Gross Net Rate,0,0,0,-19723,-27952,-9032,11361,35193,72971,90473,88622,93176
Bilbao,Gross Supply Spend,0,0,0,14478,19285,32594,28156,12569,31273,37697,37981,39933
Bilbao,Group Allocations,0,0,0,50,94,166,585,120,288,542,388,373
Bilbao,Local Operations,0,0,0,597,1098,1914,2759,1351,3425,4348,4315,4057
Bilbao,Local ops Office Expenses,0,0,0,1,1,2,2,1,2,3,3,3
Bilbao,Local ops Outsourced Services,0,0,0,115,212,344,422,231,594,736,774,741
Bilbao,Local ops Software & Tools,0,0,0,16,31,56,70,36,87,102,99,96
Bilbao,Net Rate,0,0,0,-19723,-27952,-9032,11361,35193,72971,90473,88622,93176
Bilbao,Net rate incl Other revenue,0,0,0,-19723,-27952,-9032,11361,35193,72971,90473,88622,93176
Bilbao,No. of rides/orders,0,0,0,6994,12525,19833,24948,12696,30059,36958,36506,38382
Bilbao,OPEX (fixed cost),0,0,0,1899,3411,5636,7975,3817,10152,13818,13849,12349
Bilbao,Other Operating Income and Expenses,0,0,0,7,15,27,35,18,43,53,52,55
Bilbao,Payment Processing,0,0,0,1028,2157,3893,4848,2417,5891,7167,7080,7287
Bilbao,Payroll,0,0,0,386,705,1251,1562,898,2298,2776,2857,2659
Bilbao,Personnel Related Expenses,0,0,0,6,10,19,23,13,32,39,40,38
Bilbao,Refunds,0,0,0,42,87,157,198,101,245,302,298,313
Bilbao,Sales And Marketing,0,0,0,1247,1998,3221,4624,2250,6020,8590,8625,7404
Bilbao,Supply Incentives,0,0,0,14478,19285,32594,28156,12569,31273,37697,37981,39933
Bilbao,Tax Accrual,0,0,0,283,585,1060,1334,679,1656,2036,2011,2114
Bilbao,Total Revenue,0,0,0,26228,54171,98173,123493,62845,153301,188486,186181,195748
Bilbao,Total campaigns cost,0,0,0,45951,82123,107205,112131,27652,80330,98013,97559,102572
Bilbao,Travel,0,0,0,24,45,76,95,52,124,150,153,147
Granada,EBITDA (with overhead),0,0,0,0,0,0,0,0,0,0,0,0
Granada,EBITDA (without overhead),0,0,0,0,0,0,0,0,0,0,0,0
Granada,Net Rate,0,0,0,0,0,0,0,0,0,0,0,0
Granada,Net rate incl Other revenue,0,0,0,0,0,0,0,0,0,0,0,0
Granada,Supply Incentives,0,0,0,0,0,0,0,0,0,0,0,0
Granada,Total campaigns cost,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,3000:Commission,2963061,2615562,2810758,2879495,3132386,3214895,2427508,2298631,2841379,2874284,3020610,3269367
Madrid,4140:Supply: Car branding incentives,639822,705520,760545,722374,787336,998415,607812,482353,820892,662786,696260,944540
Madrid,4150:Supply: Other costs,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,4151:Supply: Projects,1075,1064,0,77400,77400,77400,77400,77400,96225,96225,96225,96225
Madrid,4160:Supply: Booking fee,165155,73490,97784,100021,109016,112322,84159,78930,98507,99418,104439,113345
Madrid,4190:Supply: Insurance,107,102,4,4,5,4,4,3,4,4,5,5
Madrid,4230:Demand: Refunds Agent,16290,15395,9228,9395,10269,10545,7952,7398,9251,9409,9869,10658
Madrid,4231:Demand: Refunds Principal,0,0,50,47,54,52,44,36,46,53,55,54
Madrid,4300:Payment processing fees,94521,86188,90090,93023,103412,106947,79642,73604,91714,91825,96582,102934
Madrid,4310:Payout Fees,917,-28,505,523,568,588,437,414,516,515,542,592
Madrid,4311:Fiscalization services,1199,3562,3789,3842,4020,3762,3169,3191,3718,3667,3807,4012
Madrid,4320:Fraud & Failed Payments,8215,6154,7076,6276,6819,7058,4374,4140,5157,4124,4338,4735
Madrid,4340:Debt expense,-819,2015,2598,2368,2664,2615,2118,1803,2299,2565,2655,2721
Madrid,5100:Operational costs,71895,43825,18,17,19,19,16,13,16,19,19,19
Madrid,5101:Operational fines,0,0,225,212,243,236,198,160,208,240,246,245
Madrid,5102:Operational Tax cost - Other,24664,36759,29335,30006,32705,33696,25248,23679,29552,29825,31332,34003
Madrid,5110:Hardware maintenance,0,0,27,25,29,28,24,19,25,29,29,29
Madrid,5230:Demand: Car Branding,29606,4797,9345,17984,21044,30526,16589,8454,19956,25510,23400,8176
Madrid,6420:Infrastructure & services,11301,8712,10648,10796,11298,10571,8905,8967,10448,10305,10699,11273
Madrid,6421:Communication Services,3581,3007,5204,5192,5334,4987,4192,4148,4847,4760,4942,5199
Madrid,Booking Fee,166741,150092,139071,147809,153833,139778,130913,155230,154328,164592,174065,176314
Madrid,COS IT Infrastructure,14882,11719,15852,15988,16631,15557,13097,13115,15295,15064,15641,16472
Madrid,COS Operational Costs,104704,88282,34217,34956,38128,39250,29459,27569,34425,34816,36559,39624
Madrid,COS Supply Costs,166338,74655,97822,177456,186456,189761,161592,156357,194767,195683,200705,209611
Madrid,Commission for Net Rate,2963061,2615562,2810758,2879495,3132386,3214895,2427508,2298631,2841379,2874284,3020610,3269367
Madrid,Customer Support,1674,1919,27878,35018,38780,37447,33069,29532,34270,34435,35645,35810
Madrid,Customer Support G&A,0,0,61,9,9,-73,-136,-130,-26,-24,29,-25
Madrid,Demand Incentives,1079716,704570,736017,766060,747979,614434,340767,496334,704164,427888,584116,589235
Madrid,Dynamic OPEX,389959,272563,251889,334423,358691,365611,294023,280323,347916,348284,360801,380724
Madrid,EBITDA (with overhead),170870,94077,187310,285596,273812,446411,544573,362785,188378,569573,504768,489032
Madrid,EBITDA (without overhead),163261,85962,187371,285605,273821,446338,544437,362656,188352,569549,504798,489007
Madrid,Fleet upfront investments,0,0,0,331500,0,0,0,0,117000,0,0,0
Madrid,GA,-8694,-9512,0,0,0,0,0,0,0,0,0,0
Madrid,GMV,11433625,10089891,10864933,11113449,12112860,12480182,9350956,8770052,10945220,11046441,11604341,12593864
Madrid,Gross Branding Spend,0,0,760545,722374,787336,998415,607812,482353,820892,662786,696260,944540
Madrid,Gross Demand Spend,0,0,736017,766060,747979,614434,340767,496334,704164,427888,584116,589235
Madrid,Gross Net Rate,0,0,383358,563096,542084,737894,761510,500447,440171,820907,762468,744957
Madrid,Gross Supply Spend,0,0,652695,532347,747320,584597,455593,509037,567497,633519,629635,638006
Madrid,Group Allocations,6565,7964,7854,7338,7237,7208,16141,6014,6944,10811,7986,7935
Madrid,Issued loans outflow,0,0,0,4312500,0,0,0,0,1012500,0,0,0
Madrid,Local Operations,6565,7964,87220,85082,80815,79839,73286,64147,79114,83085,85858,83407
Madrid,Local ops Office Expenses,0,0,77,72,71,67,51,49,59,61,67,65
Madrid,Local ops Outsourced Services,0,0,12603,12077,11714,10876,7953,8014,10464,10581,11811,11689
Madrid,Local ops Software & Tools,0,0,2763,5966,4137,3911,3128,2751,3433,3576,3700,3527
Madrid,Marketing Admin,1084,1397,0,0,0,0,0,0,0,0,0,0
Madrid,Net Rate,718954,525312,661501,858714,849751,1017450,1023336,810907,748827,1150091,1110599,1097586
Madrid,Net rate incl Other revenue,720453,527348,669677,865483,857970,1026714,1030262,814340,757029,1159534,1119483,1105758
Madrid,No. of rides/orders,758251,661146,724329,734434,768564,719090,605780,610031,710743,700992,727828,766871
Madrid,OPEX (fixed cost),167234,168823,230417,245455,225458,214765,191802,171361,220761,241702,253884,236027
Madrid,Other Operating Income and Expenses,-817,2031,2598,2368,2664,2615,2118,1803,2299,2565,2655,2721
Madrid,Payment Processing,104852,95876,101461,103663,114820,118355,87622,81349,101105,100131,105270,112272
Madrid,Payroll,0,0,60838,56237,54296,54459,43469,44757,55147,55012,59020,56940
Madrid,Personnel Related Expenses,0,0,471,816,817,823,667,674,786,790,841,831
Madrid,R&D (exc IT Infrastructure),0,0,0,0,0,0,0,0,0,0,0,0
Madrid,Refunds,8145,7698,4639,4721,5161,5299,3998,3717,4648,4731,4962,5356
Madrid,Sales And Marketing,158995,158940,115258,125347,105855,97551,85583,77811,107402,124206,132352,116834
Madrid,Supply Incentives,524568,680161,652695,532347,747320,584597,455593,509037,567497,633519,629635,638006
Madrid,Tax Accrual,24664,36759,29335,30006,32705,33696,25248,23679,29552,29825,31332,34003
Madrid,Total Revenue,2964559,2617599,2818935,2886263,3140605,3224159,2434434,2302063,2849581,2883727,3029494,3277540
Madrid,Total campaigns cost,2244106,2090251,2149258,2020781,2282635,2197445,1404172,1487724,2092553,1724193,1910011,2171782
Madrid,Total revenue exc commission for net rate,1499,2037,8177,6769,8219,9264,6926,3433,8202,9443,8884,8172
Madrid,Travel,0,0,2614,2577,2542,2496,1877,1890,2280,2255,2433,2420
Madrid,Warehouse and Store Costs,0,0,6,6,7,7,6,5,6,7,7,7
Malaga,3000:Commission,702042,732611,848928,1079105,1213620,1343356,1700658,1876074,1106814,1011672,740990,690125
Malaga,4140:Supply: Car branding incentives,52088,58368,56640,109383,122398,136755,181493,201247,116235,86334,63259,59377
Malaga,4151:Supply: Projects,259,304,0,0,0,0,0,0,0,0,0,0
Malaga,4160:Supply: Booking fee,39734,21023,29986,37863,42368,47338,60498,67082,38745,35318,25879,24291
Malaga,4190:Supply: Insurance,26,29,1,1,1,1,1,1,1,1,1,1
Malaga,4230:Demand: Refunds Agent,2962,2918,2818,3510,3931,4368,5512,6072,3585,3303,2467,2325
Malaga,4231:Demand: Refunds Principal,0,0,14,13,15,15,13,10,13,15,16,16
Malaga,4300:Payment processing fees,20815,19946,27744,35659,40769,45805,59209,64572,36570,32997,23723,21678
Malaga,4310:Payout Fees,219,-8,156,201,225,253,328,366,206,186,133,124
Malaga,4311:Fiscalization services,286,1004,1079,1304,1329,1260,1509,1557,1091,1041,882,897
Malaga,4320:Fraud & Failed Payments,122,802,2181,2412,2697,3033,3275,3657,2063,1486,1064,993
Malaga,4340:Debt expense,-526,430,758,748,848,865,888,861,739,786,727,714
Malaga,5100:Operational costs,0,63,5,5,5,5,4,4,5,5,6,6
Malaga,5101:Operational fines,0,0,64,60,69,67,56,46,59,69,70,70
Malaga,5102:Operational Tax cost - Other,5934,10516,8996,11359,12711,14201,18149,20125,11623,10595,7764,7287
Malaga,5110:Hardware maintenance,0,0,8,7,8,8,7,5,7,8,8,8
Malaga,5230:Demand: Car Branding,7067,1352,2880,6913,8322,13118,12420,7467,7981,9190,5737,1715
Malaga,6420:Infrastructure & services,2538,2481,3033,3663,3736,3542,4240,4376,3065,2927,2480,2520
Malaga,6421:Communication Services,805,857,1483,1762,1764,1671,1996,2024,1422,1352,1145,1162
Malaga,Booking Fee,46966,50696,45312,67313,84266,76267,73942,67828,72324,70244,50895,39945
Malaga,COS IT Infrastructure,3344,3339,4516,5425,5499,5213,6236,6401,4486,4278,3625,3682
Malaga,COS Operational Costs,7415,12038,10481,13186,14759,16466,20972,23215,13487,12328,9081,8533
Malaga,COS Supply Costs,40018,21356,29996,37873,42380,47349,60507,67090,38755,35330,25890,24302
Malaga,Commission for Net Rate,702042,732611,848928,1079105,1213620,1343356,1700658,1876074,1106814,1011672,740990,690125
Malaga,Customer Support,199,259,8084,10532,12882,12865,14357,12755,11145,10730,9641,9202
Malaga,Customer Support G&A,0,0,19,3,3,-31,-102,-114,-10,-9,7,-5
Malaga,Demand Incentives,150171,362716,653771,455459,478392,279605,237898,262648,440472,427356,253862,231383
Malaga,Dynamic OPEX,71693,58911,76893,96805,108502,120275,153026,167834,97406,88441,65119,60928
Malaga,EBITDA (with overhead),326275,224612,-47503,135401,217615,304325,455042,508514,323550,281639,268730,189310
Malaga,EBITDA (without overhead),324382,222249,-47485,135405,217618,304294,454941,508400,323540,281630,268737,189305
Malaga,GA,-2152,-2755,0,0,0,0,0,0,0,0,0,0
Malaga,GMV,2729220,2843823,3331742,4207039,4707603,5259811,6721968,7453610,4304994,3924252,2875397,2698962
Malaga,Gross Branding Spend,0,0,56640,109383,122398,136755,181493,201247,116235,86334,63259,59377
Malaga,Gross Demand Spend,0,0,653771,455459,478392,279605,237898,262648,440472,427356,253862,231383
Malaga,Gross Net Rate,0,0,6164,184441,239273,355053,578288,663677,356518,310011,293873,221253
Malaga,Gross Supply Spend,0,0,41730,195197,205025,419408,555096,612846,48941,47484,28207,98223
Malaga,Group Allocations,1495,2064,2350,2588,2609,2774,9410,4083,2537,3640,2052,1838
Malaga,Local Operations,1495,2064,26208,30177,29404,31061,43555,44911,29176,28162,21975,19165
Malaga,Local ops Office Expenses,0,0,23,26,26,26,30,34,22,21,17,15
Malaga,Local ops Outsourced Services,0,0,3870,4586,4568,4592,5731,6840,4130,3773,2917,2489
Malaga,Local ops Software & Tools,0,0,823,1864,1361,1360,1467,1496,1148,1125,998,897
Malaga,Marketing Admin,259,392,0,0,0,0,0,0,0,0,0,0
Malaga,Net Rate,419773,303233,96787,319066,407806,507588,726171,799333,501166,450499,395662,301142
Malaga,Net rate incl Other revenue,419886,303365,99121,320998,410151,510232,728147,800312,503506,453194,398198,303475
Malaga,No. of rides/orders,170323,188306,206351,249202,254120,240940,288454,297720,208477,199083,168703,171438
Malaga,OPEX (fixed cost),23810,22205,69713,88788,84031,85662,120181,124078,82561,83123,64341,53241
Malaga,Other Operating Income and Expenses,-526,435,758,748,848,865,888,861,739,786,727,714
Malaga,Payment Processing,21442,21743,31160,39576,45020,50351,64320,70152,39929,35710,25802,23692
Malaga,Payroll,0,0,18201,19856,19565,20950,25221,30451,20165,18541,15170,13210
Malaga,Personnel Related Expenses,0,0,140,287,293,315,382,453,286,265,217,194
Malaga,Refunds,1481,1459,1416,1761,1973,2191,2762,3041,1799,1659,1242,1171
Malaga,Sales And Marketing,22116,19882,35401,48076,41741,41768,62370,66527,42250,44240,32718,24879
Malaga,Supply Incentives,80010,8294,41730,195197,205025,419408,555096,612846,48941,47484,28207,98223
Malaga,Tax Accrual,5934,10516,8996,11359,12711,14201,18149,20125,11623,10595,7764,7287
Malaga,Total Revenue,702154,732744,851261,1081037,1215966,1346000,1702634,1877053,1109155,1014367,743525,692457
Malaga,Total campaigns cost,282269,429378,752141,760039,805815,835768,974487,1076741,605648,561173,345328,388982
Malaga,Total revenue exc commission for net rate,112,132,2334,1932,2346,2644,1977,980,2341,2695,2535,2332
Malaga,Travel,0,0,800,970,982,1043,1313,1554,889,797,605,523
Malaga,Warehouse and Store Costs,0,0,2,2,2,2,2,1,2,2,2,2
Murcia,3000:Commission,64064,62263,71113,81113,108362,133152,134036,69276,129448,133763,126806,140356
Murcia,4140:Supply: Car branding incentives,10503,15163,0,0,0,0,0,0,0,0,0,0
Murcia,4151:Supply: Projects,25,28,0,0,0,0,0,0,0,0,0,0
Murcia,4160:Supply: Booking fee,3844,1910,2560,2920,3901,4793,4825,2494,4660,4815,4565,5053
Murcia,4190:Supply: Insurance,2,3,0,0,0,0,0,0,0,0,0,0
Murcia,4230:Demand: Refunds Agent,54,97,228,260,347,426,429,222,414,428,406,449
Murcia,4300:Payment processing fees,1419,1495,2503,2855,3901,4793,4825,2439,4557,4708,4464,4828
Murcia,4310:Payout Fees,21,-1,14,16,22,27,27,14,26,27,25,28
Murcia,4311:Fiscalization services,27,89,106,120,158,189,190,103,184,190,184,200
Murcia,4320:Fraud & Failed Payments,173,80,199,195,260,320,268,139,259,214,203,225
Murcia,4340:Debt expense,0,14,20,23,30,37,38,19,36,37,36,39
Murcia,5100:Operational costs,0,6,0,0,0,0,0,0,0,0,0,0
Murcia,5102:Operational Tax cost - Other,574,955,768,876,1170,1438,1448,748,1398,1445,1370,1516
Murcia,5230:Demand: Car Branding,664,120,263,558,803,1382,1017,283,1002,1324,1094,388
Murcia,6420:Infrastructure & services,295,247,297,336,445,532,535,288,518,535,518,562
Murcia,6421:Communication Services,94,85,145,162,210,251,252,133,240,247,239,259
Murcia,COS IT Infrastructure,389,332,442,498,655,782,787,422,758,782,757,821
Murcia,COS Operational Costs,601,1009,882,1006,1344,1651,1662,859,1605,1659,1572,1740
Murcia,COS Supply Costs,3872,1940,2560,2920,3901,4793,4825,2494,4660,4815,4565,5053
Murcia,Commission for Net Rate,64064,62263,71113,81113,108362,133152,134036,69276,129448,133763,126806,140356
Murcia,Customer Support,18,21,158,169,629,683,651,242,598,626,619,638
Murcia,Customer Support G&A,0,0,2,0,0,-3,-8,-4,-1,-1,1,-1
Murcia,Demand Incentives,27874,29343,22756,25956,30341,42609,26807,13855,36245,26753,25361,39300
Murcia,Dynamic OPEX,6500,4959,6724,7632,10271,12596,12631,6492,12086,12435,11805,12935
Murcia,EBITDA (with overhead),16343,10404,16851,18941,25383,22904,38233,21726,26462,37151,35063,29301
Murcia,EBITDA (without overhead),16165,10195,16853,18941,25384,22901,38225,21722,26460,37150,35065,29299
Murcia,GA,-202,-244,0,0,0,0,0,0,0,0,0,0
Murcia,GMV,256568,251496,284453,324453,433450,532607,536143,277103,517793,535051,507226,561422
Murcia,Gross Demand Spend,0,0,22756,25956,30341,42609,26807,13855,36245,26753,25361,39300
Murcia,Gross Net Rate,0,0,28445,32445,42478,43141,59512,32421,47119,59391,56302,51089
Murcia,Gross Supply Spend,0,0,19912,22712,35543,47402,47717,23000,46084,47620,45143,49967
Murcia,Group Allocations,119,157,134,155,188,225,635,132,243,384,264,267
Murcia,Local Operations,119,157,1621,1848,2197,2596,2995,1489,2892,3085,2939,2909
Murcia,Local ops Office Expenses,0,0,1,2,2,2,2,1,2,2,2,2
Murcia,Local ops Outsourced Services,0,0,337,357,424,467,458,255,501,522,527,531
Murcia,Local ops Software & Tools,0,0,43,51,62,76,76,40,74,73,67,69
Murcia,Marketing Admin,24,35,0,0,0,0,0,0,0,0,0,0
Murcia,Net Rate,24778,17134,28445,32445,42478,43141,59512,32421,47119,59391,56302,51089
Murcia,Net rate incl Other revenue,24778,17134,28445,32445,42478,43141,59512,32421,47119,59391,56302,51089
Murcia,No. of rides/orders,19779,18727,20174,22881,30290,36158,36398,19611,35224,36398,35224,38218
Murcia,OPEX (fixed cost),2113,1980,4869,5872,6823,7644,8656,4208,8572,9806,9433,8855
Murcia,Other Operating Income and Expenses,0,15,20,23,30,37,38,19,36,37,36,39
Murcia,Payment Processing,1639,1663,2822,3186,4341,5329,5311,2694,5026,5140,4876,5281
Murcia,Payroll,0,0,1033,1193,1410,1696,1695,989,1940,1970,1946,1907
Murcia,Personnel Related Expenses,0,0,7,17,21,25,25,15,27,27,27,27
Murcia,Refunds,27,48,114,130,173,213,214,111,207,214,203,225
Murcia,Sales And Marketing,1976,1802,3088,3855,3996,4369,5019,2481,5084,6096,5874,5309
Murcia,Supply Incentives,908,623,19912,22712,35543,47402,47717,23000,46084,47620,45143,49967
Murcia,Tax Accrual,574,955,768,876,1170,1438,1448,748,1398,1445,1370,1516
Murcia,Total Revenue,64064,62263,71113,81113,108362,133152,134036,69276,129448,133763,126806,140356
Murcia,Total campaigns cost,39286,45130,42668,48668,65884,90011,74524,36855,82329,74372,70504,89266
Murcia,Travel,0,0,66,74,89,104,103,57,105,107,104,105
Murcia,Warehouse and Store Costs,0,0,0,0,0,0,0,0,0,0,0,0
Pamplona,3000:Commission,31010,29018,35444,38049,33672,31822,64825,41412,111837,136860,139805,152070
Pamplona,4140:Supply: Car branding incentives,547,2644,0,0,0,0,0,0,0,0,0,0
Pamplona,4151:Supply: Projects,12,13,0,0,1236,1236,1996,1996,1520,2756,2756,2280
Pamplona,4160:Supply: Booking fee,1904,904,1276,1370,1212,1146,2334,1491,4026,4927,5033,5475
Pamplona,4190:Supply: Insurance,1,1,0,0,0,0,0,0,0,0,0,0
Pamplona,4230:Demand: Refunds Agent,558,70,113,122,108,102,207,133,358,438,447,487
Pamplona,4300:Payment processing fees,1109,1087,1248,1339,1212,1146,2334,1458,3937,4817,4921,5231
Pamplona,4310:Payout Fees,10,0,7,8,7,6,13,8,22,27,28,30
Pamplona,4311:Fiscalization services,13,42,62,60,53,49,99,63,171,209,214,232
Pamplona,4320:Fraud & Failed Payments,180,73,99,91,81,76,130,83,224,219,224,243
Pamplona,4340:Debt expense,0,7,10,11,9,9,18,12,31,38,39,43
Pamplona,5100:Operational costs,0,3,0,0,0,0,0,0,0,0,0,0
Pamplona,5102:Operational Tax cost - Other,284,452,383,411,364,344,700,447,1208,1478,1510,1642
Pamplona,5230:Demand: Car Branding,330,57,131,262,249,330,492,169,865,1355,1207,420
Pamplona,6420:Infrastructure & services,168,139,175,169,149,137,278,178,480,587,600,653
Pamplona,6421:Communication Services,53,48,86,82,70,64,131,82,223,271,277,301
Pamplona,COS IT Infrastructure,221,187,261,251,219,201,409,260,703,859,877,954
Pamplona,COS Operational Costs,563,489,440,472,418,395,804,514,1387,1697,1734,1886
Pamplona,COS Supply Costs,1918,918,1276,1370,2448,2382,4330,3487,5546,7683,7789,7755
Pamplona,Commission for Net Rate,31010,29018,35444,38049,33672,31822,64825,41412,111837,136860,139805,152070
Pamplona,Customer Support,9,10,79,79,195,163,315,145,517,640,682,691
Pamplona,Customer Support G&A,0,0,1,0,0,-1,-4,-3,-1,-1,2,-1
Pamplona,Demand Incentives,19186,14287,12760,6088,5388,5091,10372,6626,17894,21898,22369,24331
Pamplona,Dynamic OPEX,4015,2803,3402,3602,4447,4264,8140,5887,12021,15551,15824,16375
Pamplona,EBITDA (with overhead),419,8362,11042,18756,14714,13003,21905,14626,35597,40657,41441,47635
Pamplona,EBITDA (without overhead),331,8263,11043,18756,14714,13002,21901,14623,35596,40656,41442,47633
Pamplona,Fleet upfront investments,0,0,0,0,45600,0,45600,0,0,45600,0,0
Pamplona,GA,-100,-115,0,0,0,0,0,0,0,0,0,0
Pamplona,GMV,127338,119153,141777,152196,134689,127287,259300,165647,447346,547438,559220,608280
Pamplona,Gross Demand Spend,0,0,12760,6088,5388,5091,10372,6626,17894,21898,22369,24331
Pamplona,Gross Net Rate,0,0,16871,25112,21281,19093,34228,23025,55024,66240,67666,73602
Pamplona,Gross Supply Spend,0,0,5813,6849,7004,7637,20225,11761,38919,48722,49771,54137
Pamplona,Group Allocations,60,75,67,73,58,54,307,79,210,393,292,290
Pamplona,Issued loans outflow,0,0,-150000,0,0,0,0,0,0,0,0,0
Pamplona,Local Operations,60,75,808,867,683,620,1448,890,2498,3157,3240,3152
Pamplona,Local ops Office Expenses,0,0,1,1,1,0,1,1,2,2,2,2
Pamplona,Local ops Outsourced Services,0,0,168,167,132,112,221,152,433,534,582,576
Pamplona,Local ops Software & Tools,0,0,21,24,19,18,37,24,64,74,74,75
Pamplona,Marketing Admin,12,16,0,0,0,0,0,0,0,0,0,0
Pamplona,Net Rate,5394,12004,16871,25112,21281,19093,34228,23025,55024,66240,67666,73602
Pamplona,Net rate incl Other revenue,5394,12004,16871,25112,21281,19093,34228,23025,55024,66240,67666,73602
Pamplona,No. of rides/orders,11238,10532,11914,11530,10127,9291,18927,12091,32653,39959,40819,44400
Pamplona,OPEX (fixed cost),1048,938,2427,2754,2120,1827,4187,2515,7406,10033,10400,9594
Pamplona,Other Operating Income and Expenses,0,8,10,11,9,9,18,12,31,38,39,43
Pamplona,Payment Processing,1313,1201,1416,1499,1353,1277,2575,1612,4353,5273,5386,5737
Pamplona,Payroll,0,0,515,560,438,405,820,591,1676,2016,2145,2066
Pamplona,Personnel Related Expenses,0,0,4,8,6,6,12,9,23,28,30,30
Pamplona,Refunds,279,35,57,61,54,51,104,66,179,219,224,243
Pamplona,Sales And Marketing,979,853,1539,1808,1242,1044,2427,1483,4392,6237,6476,5752
Pamplona,Supply Incentives,5883,83,5813,6849,7004,7637,20225,11761,38919,48722,49771,54137
Pamplona,Tax Accrual,284,452,383,411,364,344,700,447,1208,1478,1510,1642
Pamplona,Total Revenue,31010,29018,35444,38049,33672,31822,64825,41412,111837,136860,139805,152070
Pamplona,Total campaigns cost,25617,17014,18573,12937,12391,12729,30597,18387,56813,70620,72139,78468
Pamplona,Travel,0,0,33,35,28,25,50,34,90,109,115,114
Sevilla,3000:Commission,43859,46431,49019,59274,56595,48970,42160,28768,53659,57189,54173,58589
Sevilla,4140:Supply: Car branding incentives,83,287,5196,4813,5614,5485,5059,3452,6439,6863,6501,7031
Sevilla,4151:Supply: Projects,18,22,0,0,0,0,0,0,0,0,0,0
